node_id,ars_id,name,lat,lng,stop_type,in_seoul,toward
102900063,03529,후암동종점,37.5467008,126.9813662,마을버스,1,용산고등학교
102900076,03530,용산구청,37.530573,126.991477,마을버스,1,외빈차고
102900030,03532,용산고등학교,37.5461364,126.9795092,마을버스,1,남영동주민센터.갈월동사회복지관
102900077,03533,외빈차고,37.531832,126.992242,마을버스,1,청화아파트
102900029,03534,효창공원앞역.이봉창역사울림관,37.539671,126.9614323,마을버스,1,용마루고개(서울자동차고등학교)
102900078,03537,청화아파트,37.531157,126.995387,마을버스,1,보광동삼거리
102900027,03540,용산경찰서,37.5410233,126.9698057,마을버스,1,원효우체국
102900026,03541,숙대역7번출구,37.5434758,126.9722968,마을버스,1,남영역.민주화운동기념관
102900025,03542,보광동삼거리,37.530752,126.996811,마을버스,1,보광초등학교
102900072,03543,중앙하이츠빌라,37.5385683,126.9594786,마을버스,1,용문동시장.새마을금고
102900024,03544,원효우체국,37.5389673,126.9673538,마을버스,1,원효로제1동주민센터
102900023,03545,보광초등학교,37.531373,126.99673,마을버스,1,보광초등학교후문앞
102900022,03546,용문동시장.새마을금고,37.5373483,126.9596343,마을버스,1,용문동주민센터
102900073,03550,용문동주민센터,37.5381474,126.959119,마을버스,1,도원삼성래미안아파트
102900020,03551,문배어린이공원,37.5369384,126.9697251,마을버스,1,용산CJ나인파크
102900019,03552,문배어린이공원,37.5371431,126.96959,마을버스,1,용산꿈나무종합타운.원효로우체국
102900015,03561,신용산역,37.5299167,126.9674545,마을버스,1,용산우체국
102900012,03564,용산우체국,37.5313763,126.9703154,마을버스,1,삼각지역
102900011,03565,숙대역5번출구,37.5440381,126.9725115,마을버스,1,갈월동
102900058,03567,삼각지역,37.5345065,126.9732731,마을버스,1,전쟁기념관
102900068,03568,갈월동,37.5463241,126.9720931,마을버스,1,갑을빌딩
102900057,03569,보광초등학교후문앞,37.533162,126.995635,마을버스,1,이태원역앞
102900056,03571,동자경로당,37.5502867,126.9741955,마을버스,1,후암시장
102900055,03572,이태원역앞,37.534339,126.9957,마을버스,1,이태원119안전센터
102900054,03573,녹사평역.용산구청,37.5351396,126.9871838,마을버스,1,한신아파트
102900053,03574,후암시장,37.5500665,126.9768044,마을버스,1,후암동주민센터앞
102900051,03577,후암동주민센터앞,37.5483645,126.9777058,마을버스,1,용산고등학교
102900084,03578,제일기획,37.53495,126.998418,마을버스,1,한남동주민센터
102900081,03579,대성교회,37.5387,126.988452,마을버스,1,성도약국
102900050,03580,용산고등학교,37.5459083,126.9789525,마을버스,1,후암동종점
102900049,03581,성도약국,37.5392777,126.9894308,마을버스,1,디지텍고등학교앞
102900048,03582,후암동종점,37.5465017,126.9813595,마을버스,1,큰빛의집앞
102900047,03583,디지텍고등학교앞,37.539714,126.9918569,마을버스,1,가야랑앞
102900046,03584,큰빛의집앞,37.5444833,126.9819077,마을버스,1,신흥교회앞
102900082,03585,가야랑앞,37.540089,126.9937523,마을버스,1,필리핀대사관
102900045,03586,신흥교회앞,37.5446232,126.9833879,마을버스,1,해방촌오거리
102900044,03588,해방촌오거리,37.5457029,126.9853965,마을버스,1,남산교회입구
102900043,03589,남산교회입구,37.5445506,126.9866223,마을버스,1,우리들가정의원
102900042,03590,우리들가정의원,37.5432423,126.9876592,마을버스,1,용암한신아파트
102900041,03591,용암한신아파트,37.542388,126.9874137,마을버스,1,용암경로당입구
